sample,model,condition,words,meanings,response,accuracy,memory_size
1926,pursuit,4,j,J,J,1,9.5
1926,pursuit,4,k,K,K,1,9.5
1926,pursuit,4,l,L,G,0,9.5
1926,pursuit,4,m,M,M,1,9.5
1926,pursuit,4,n,N,G,0,9.5
1926,pursuit,4,o,O,Q,0,9.5
1926,pursuit,4,p,P,P,1,9.5
1926,pursuit,4,q,Q,Q,1,9.5
1926,pursuit,4,r,R,R,1,9.5
1927,pursuit,4,a,A,A,1,9.5
1927,pursuit,4,b,B,I,0,9.5
1927,pursuit,4,c,C,C,1,9.5
1927,pursuit,4,d,D,D,1,9.5
1927,pursuit,4,e,E,E,1,9.5
1927,pursuit,4,f,F,F,1,9.5
1927,pursuit,4,g,G,G,1,9.5
1927,pursuit,4,h,H,F,0,9.5
1927,pursuit,4,i,I,B,0,9.5
1927,pursuit,4,j,J,J,1,9.5
1927,pursuit,4,k,K,G,0,9.5
1927,pursuit,4,l,L,L,1,9.5
1927,pursuit,4,m,M,Q,0,9.5
1927,pursuit,4,n,N,N,1,9.5
1927,pursuit,4,o,O,A,0,9.5
1927,pursuit,4,p,P,P,1,9.5
1927,pursuit,4,q,Q,M,0,9.5
1927,pursuit,4,r,R,R,1,9.5
1928,pursuit,4,a,A,A,1,9.5
1928,pursuit,4,b,B,B,1,9.5
1928,pursuit,4,c,C,C,1,9.5
1928,pursuit,4,d,D,D,1,9.5
1928,pursuit,4,e,E,E,1,9.5
1928,pursuit,4,f,F,O,0,9.5
1928,pursuit,4,g,G,G,1,9.5
1928,pursuit,4,h,H,H,1,9.5
1928,pursuit,4,i,I,I,1,9.5
1928,pursuit,4,j,J,J,1,9.5
1928,pursuit,4,k,K,C,0,9.5
1928,pursuit,4,l,L,L,1,9.5
1928,pursuit,4,m,M,M,1,9.5
1928,pursuit,4,n,N,A,0,9.5
1928,pursuit,4,o,O,E,0,9.5
1928,pursuit,4,p,P,P,1,9.5
1928,pursuit,4,q,Q,Q,1,9.5
1928,pursuit,4,r,R,R,1,9.5
1929,pursuit,4,a,A,A,1,9.5
1929,pursuit,4,b,B,B,1,9.5
1929,pursuit,4,c,C,C,1,9.5
1929,pursuit,4,d,D,D,1,9.5
1929,pursuit,4,e,E,E,1,9.5
1929,pursuit,4,f,F,F,1,9.5
1929,pursuit,4,g,G,P,0,9.5
1929,pursuit,4,h,H,H,1,9.5
1929,pursuit,4,i,I,I,1,9.5
1929,pursuit,4,j,J,J,1,9.5
1929,pursuit,4,k,K,A,0,9.5
1929,pursuit,4,l,L,L,1,9.5
1929,pursuit,4,m,M,K,0,9.5
1929,pursuit,4,n,N,N,1,9.5
1929,pursuit,4,o,O,O,1,9.5
1929,pursuit,4,p,P,P,1,9.5
1929,pursuit,4,q,Q,C,0,9.5
1929,pursuit,4,r,R,E,0,9.5
1930,pursuit,4,a,A,A,1,9.5
1930,pursuit,4,b,B,H,0,9.5
1930,pursuit,4,c,C,P,0,9.5
1930,pursuit,4,d,D,R,0,9.5
1930,pursuit,4,e,E,K,0,9.5
1930,pursuit,4,f,F,P,0,9.5
1930,pursuit,4,g,G,G,1,9.5
1930,pursuit,4,h,H,Q,0,9.5
1930,pursuit,4,i,I,H,0,9.5
1930,pursuit,4,j,J,F,0,9.5
1930,pursuit,4,k,K,K,1,9.5
1930,pursuit,4,l,L,E,0,9.5
1930,pursuit,4,m,M,M,1,9.5
1930,pursuit,4,n,N,A,0,9.5
1930,pursuit,4,o,O,J,0,9.5
1930,pursuit,4,p,P,P,1,9.5
1930,pursuit,4,q,Q,P,0,9.5
1930,pursuit,4,r,R,R,1,9.5
1931,pursuit,4,a,A,A,1,9.5
1931,pursuit,4,b,B,B,1,9.5
1931,pursuit,4,c,C,G,0,9.5
1931,pursuit,4,d,D,D,1,9.5
1931,pursuit,4,e,E,E,1,9.5
1931,pursuit,4,f,F,F,1,9.5
1931,pursuit,4,g,G,G,1,9.5
1931,pursuit,4,h,H,H,1,9.5
1931,pursuit,4,i,I,I,1,9.5
1931,pursuit,4,j,J,J,1,9.5
1931,pursuit,4,k,K,K,1,9.5
1931,pursuit,4,l,L,L,1,9.5
1931,pursuit,4,m,M,K,0,9.5
1931,pursuit,4,n,N,A,0,9.5
1931,pursuit,4,o,O,M,0,9.5
1931,pursuit,4,p,P,P,1,9.5
1931,pursuit,4,q,Q,Q,1,9.5
1931,pursuit,4,r,R,R,1,9.5
1932,pursuit,4,a,A,B,0,9.5
1932,pursuit,4,b,B,L,0,9.5
1932,pursuit,4,c,C,B,0,9.5
1932,pursuit,4,d,D,O,0,9.5
1932,pursuit,4,e,E,D,0,9.5
1932,pursuit,4,f,F,A,0,9.5
1932,pursuit,4,g,G,L,0,9.5
1932,pursuit,4,h,H,H,1,9.5
1932,pursuit,4,i,I,I,1,9.5
1932,pursuit,4,j,J,P,0,9.5
1932,pursuit,4,k,K,K,1,9.5
1932,pursuit,4,l,L,L,1,9.5
1932,pursuit,4,m,M,F,0,9.5
1932,pursuit,4,n,N,A,0,9.5
1932,pursuit,4,o,O,O,1,9.5
1932,pursuit,4,p,P,K,0,9.5
1932,pursuit,4,q,Q,Q,1,9.5
1932,pursuit,4,r,R,K,0,9.5
1933,pursuit,4,a,A,H,0,9.5
1933,pursuit,4,b,B,B,1,9.5
1933,pursuit,4,c,C,D,0,9.5
1933,pursuit,4,d,D,D,1,9.5
1933,pursuit,4,e,E,E,1,9.5
1933,pursuit,4,f,F,O,0,9.5
1933,pursuit,4,g,G,G,1,9.5
1933,pursuit,4,h,H,H,1,9.5
1933,pursuit,4,i,I,I,1,9.5
1933,pursuit,4,j,J,J,1,9.5
1933,pursuit,4,k,K,K,1,9.5
1933,pursuit,4,l,L,G,0,9.5
1933,pursuit,4,m,M,M,1,9.5
1933,pursuit,4,n,N,K,0,9.5
1933,pursuit,4,o,O,R,0,9.5
1933,pursuit,4,p,P,P,1,9.5
1933,pursuit,4,q,Q,M,0,9.5
1933,pursuit,4,r,R,R,1,9.5
1934,pursuit,4,a,A,A,1,9.5
1934,pursuit,4,b,B,A,0,9.5
1934,pursuit,4,c,C,C,1,9.5
1934,pursuit,4,d,D,D,1,9.5
1934,pursuit,4,e,E,N,0,9.5
1934,pursuit,4,f,F,F,1,9.5
1934,pursuit,4,g,G,F,0,9.5
1934,pursuit,4,h,H,J,0,9.5
1934,pursuit,4,i,I,D,0,9.5
1934,pursuit,4,j,J,I,0,9.5
1934,pursuit,4,k,K,K,1,9.5
1934,pursuit,4,l,L,K,0,9.5
1934,pursuit,4,m,M,D,0,9.5
1934,pursuit,4,n,N,N,1,9.5
1934,pursuit,4,o,O,Q,0,9.5
1934,pursuit,4,p,P,F,0,9.5
1934,pursuit,4,q,Q,A,0,9.5
1934,pursuit,4,r,R,R,1,9.5
1935,pursuit,4,a,A,A,1,9.5
1935,pursuit,4,b,B,B,1,9.5
1935,pursuit,4,c,C,O,0,9.5
1935,pursuit,4,d,D,B,0,9.5
1935,pursuit,4,e,E,E,1,9.5
1935,pursuit,4,f,F,D,0,9.5
1935,pursuit,4,g,G,G,1,9.5
1935,pursuit,4,h,H,H,1,9.5
1935,pursuit,4,i,I,G,0,9.5
1935,pursuit,4,j,J,J,1,9.5
1935,pursuit,4,k,K,H,0,9.5
1935,pursuit,4,l,L,E,0,9.5
1935,pursuit,4,m,M,M,1,9.5
1935,pursuit,4,n,N,L,0,9.5
1935,pursuit,4,o,O,F,0,9.5
1935,pursuit,4,p,P,P,1,9.5
1935,pursuit,4,q,Q,Q,1,9.5
1935,pursuit,4,r,R,R,1,9.5
1936,pursuit,4,a,A,A,1,9.5
1936,pursuit,4,b,B,B,1,9.5
1936,pursuit,4,c,C,C,1,9.5
1936,pursuit,4,d,D,D,1,9.5
1936,pursuit,4,e,E,L,0,9.5
1936,pursuit,4,f,F,G,0,9.5
1936,pursuit,4,g,G,G,1,9.5
1936,pursuit,4,h,H,H,1,9.5
1936,pursuit,4,i,I,I,1,9.5
1936,pursuit,4,j,J,K,0,9.5
1936,pursuit,4,k,K,K,1,9.5
1936,pursuit,4,l,L,E,0,9.5
1936,pursuit,4,m,M,M,1,9.5
1936,pursuit,4,n,N,A,0,9.5
1936,pursuit,4,o,O,E,0,9.5
1936,pursuit,4,p,P,R,0,9.5
1936,pursuit,4,q,Q,D,0,9.5
1936,pursuit,4,r,R,R,1,9.5
1937,pursuit,4,a,A,M,0,9.5
1937,pursuit,4,b,B,B,1,9.5
1937,pursuit,4,c,C,G,0,9.5
1937,pursuit,4,d,D,O,0,9.5
1937,pursuit,4,e,E,E,1,9.5
1937,pursuit,4,f,F,F,1,9.5
1937,pursuit,4,g,G,E,0,9.5
1937,pursuit,4,h,H,H,1,9.5
1937,pursuit,4,i,I,I,1,9.5
1937,pursuit,4,j,J,J,1,9.5
1937,pursuit,4,k,K,K,1,9.5
1937,pursuit,4,l,L,O,0,9.5
1937,pursuit,4,m,M,M,1,9.5
1937,pursuit,4,n,N,N,1,9.5
1937,pursuit,4,o,O,O,1,9.5
1937,pursuit,4,p,P,O,0,9.5
1937,pursuit,4,q,Q,Q,1,9.5
1937,pursuit,4,r,R,C,0,9.5
1938,pursuit,4,a,A,K,0,9.5
1938,pursuit,4,b,B,B,1,9.5
1938,pursuit,4,c,C,E,0,9.5
1938,pursuit,4,d,D,H,0,9.5
1938,pursuit,4,e,E,E,1,9.5
1938,pursuit,4,f,F,F,1,9.5
1938,pursuit,4,g,G,A,0,9.5
1938,pursuit,4,h,H,H,1,9.5
1938,pursuit,4,i,I,I,1,9.5
1938,pursuit,4,j,J,J,1,9.5
1938,pursuit,4,k,K,K,1,9.5
1938,pursuit,4,l,L,L,1,9.5
1938,pursuit,4,m,M,M,1,9.5
1938,pursuit,4,n,N,J,0,9.5
1938,pursuit,4,o,O,O,1,9.5
1938,pursuit,4,p,P,L,0,9.5
1938,pursuit,4,q,Q,H,0,9.5
1938,pursuit,4,r,R,R,1,9.5
1939,pursuit,4,a,A,A,1,9.5
1939,pursuit,4,b,B,B,1,9.5
1939,pursuit,4,c,C,I,0,9.5
1939,pursuit,4,d,D,D,1,9.5
1939,pursuit,4,e,E,E,1,9.5
1939,pursuit,4,f,F,L,0,9.5
1939,pursuit,4,g,G,G,1,9.5
1939,pursuit,4,h,H,D,0,9.5
1939,pursuit,4,i,I,B,0,9.5
1939,pursuit,4,j,J,N,0,9.5
1939,pursuit,4,k,K,K,1,9.5
1939,pursuit,4,l,L,O,0,9.5
1939,pursuit,4,m,M,M,1,9.5
1939,pursuit,4,n,N,N,1,9.5
1939,pursuit,4,o,O,O,1,9.5
1939,pursuit,4,p,P,P,1,9.5
1939,pursuit,4,q,Q,Q,1,9.5
1939,pursuit,4,r,R,R,1,9.5
1940,pursuit,4,a,A,A,1,9.5
1940,pursuit,4,b,B,B,1,9.5
1940,pursuit,4,c,C,C,1,9.5
1940,pursuit,4,d,D,D,1,9.5
1940,pursuit,4,e,E,Q,0,9.5
1940,pursuit,4,f,F,R,0,9.5
1940,pursuit,4,g,G,G,1,9.5
1940,pursuit,4,h,H,O,0,9.5
1940,pursuit,4,i,I,I,1,9.5
1940,pursuit,4,j,J,J,1,9.5
1940,pursuit,4,k,K,H,0,9.5
1940,pursuit,4,l,L,L,1,9.5
1940,pursuit,4,m,M,J,0,9.5
1940,pursuit,4,n,N,N,1,9.5
1940,pursuit,4,o,O,O,1,9.5
1940,pursuit,4,p,P,P,1,9.5
1940,pursuit,4,q,Q,G,0,9.5
1940,pursuit,4,r,R,R,1,9.5
1941,pursuit,4,a,A,A,1,9.5
1941,pursuit,4,b,B,I,0,9.5
1941,pursuit,4,c,C,C,1,9.5
1941,pursuit,4,d,D,D,1,9.5
1941,pursuit,4,e,E,L,0,9.5
1941,pursuit,4,f,F,L,0,9.5
1941,pursuit,4,g,G,G,1,9.5
1941,pursuit,4,h,H,A,0,9.5
1941,pursuit,4,i,I,K,0,9.5
1941,pursuit,4,j,J,J,1,9.5
1941,pursuit,4,k,K,K,1,9.5
1941,pursuit,4,l,L,C,0,9.5
1941,pursuit,4,m,M,D,0,9.5
1941,pursuit,4,n,N,H,0,9.5
1941,pursuit,4,o,O,O,1,9.5
1941,pursuit,4,p,P,P,1,9.5
1941,pursuit,4,q,Q,Q,1,9.5
1941,pursuit,4,r,R,J,0,9.5
1942,pursuit,4,a,A,A,1,9.5
1942,pursuit,4,b,B,K,0,9.5
1942,pursuit,4,c,C,C,1,9.5
1942,pursuit,4,d,D,Q,0,9.5
1942,pursuit,4,e,E,E,1,9.5
1942,pursuit,4,f,F,F,1,9.5
1942,pursuit,4,g,G,G,1,9.5
1942,pursuit,4,h,H,H,1,9.5
1942,pursuit,4,i,I,I,1,9.5
1942,pursuit,4,j,J,J,1,9.5
1942,pursuit,4,k,K,K,1,9.5
1942,pursuit,4,l,L,R,0,9.5
1942,pursuit,4,m,M,H,0,9.5
1942,pursuit,4,n,N,N,1,9.5
1942,pursuit,4,o,O,O,1,9.5
1942,pursuit,4,p,P,P,1,9.5
1942,pursuit,4,q,Q,Q,1,9.5
1942,pursuit,4,r,R,Q,0,9.5
1943,pursuit,4,a,A,A,1,9.5
1943,pursuit,4,b,B,B,1,9.5
1943,pursuit,4,c,C,N,0,9.5
1943,pursuit,4,d,D,D,1,9.5
1943,pursuit,4,e,E,E,1,9.5
1943,pursuit,4,f,F,N,0,9.5
1943,pursuit,4,g,G,G,1,9.5
1943,pursuit,4,h,H,H,1,9.5
1943,pursuit,4,i,I,I,1,9.5
1943,pursuit,4,j,J,A,0,9.5
1943,pursuit,4,k,K,K,1,9.5
1943,pursuit,4,l,L,B,0,9.5
1943,pursuit,4,m,M,O,0,9.5
1943,pursuit,4,n,N,N,1,9.5
1943,pursuit,4,o,O,P,0,9.5
1943,pursuit,4,p,P,P,1,9.5
1943,pursuit,4,q,Q,Q,1,9.5
1943,pursuit,4,r,R,I,0,9.5
1944,pursuit,4,a,A,A,1,9.5
1944,pursuit,4,b,B,B,1,9.5
1944,pursuit,4,c,C,C,1,9.5
1944,pursuit,4,d,D,D,1,9.5
1944,pursuit,4,e,E,E,1,9.5
1944,pursuit,4,f,F,P,0,9.5
1944,pursuit,4,g,G,F,0,9.5
1944,pursuit,4,h,H,D,0,9.5
1944,pursuit,4,i,I,I,1,9.5
1944,pursuit,4,j,J,G,0,9.5
1944,pursuit,4,k,K,C,0,9.5
1944,pursuit,4,l,L,L,1,9.5
1944,pursuit,4,m,M,M,1,9.5
1944,pursuit,4,n,N,N,1,9.5
1944,pursuit,4,o,O,M,0,9.5
1944,pursuit,4,p,P,N,0,9.5
1944,pursuit,4,q,Q,Q,1,9.5
1944,pursuit,4,r,R,P,0,9.5
1945,pursuit,4,a,A,A,1,9.5
1945,pursuit,4,b,B,A,0,9.5
1945,pursuit,4,c,C,R,0,9.5
1945,pursuit,4,d,D,D,1,9.5
1945,pursuit,4,e,E,I,0,9.5
1945,pursuit,4,f,F,F,1,9.5
1945,pursuit,4,g,G,A,0,9.5
1945,pursuit,4,h,H,H,1,9.5
1945,pursuit,4,i,I,I,1,9.5
1945,pursuit,4,j,J,J,1,9.5
1945,pursuit,4,k,K,K,1,9.5
1945,pursuit,4,l,L,L,1,9.5
1945,pursuit,4,m,M,K,0,9.5
1945,pursuit,4,n,N,K,0,9.5
1945,pursuit,4,o,O,O,1,9.5
1945,pursuit,4,p,P,P,1,9.5
1945,pursuit,4,q,Q,Q,1,9.5
1945,pursuit,4,r,R,R,1,9.5
1946,pursuit,4,a,A,A,1,9.5
1946,pursuit,4,b,B,H,0,9.5
1946,pursuit,4,c,C,C,1,9.5
1946,pursuit,4,d,D,D,1,9.5
1946,pursuit,4,e,E,E,1,9.5
1946,pursuit,4,f,F,R,0,9.5
1946,pursuit,4,g,G,G,1,9.5
1946,pursuit,4,h,H,H,1,9.5
1946,pursuit,4,i,I,I,1,9.5
1946,pursuit,4,j,J,J,1,9.5
1946,pursuit,4,k,K,K,1,9.5
1946,pursuit,4,l,L,L,1,9.5
1946,pursuit,4,m,M,M,1,9.5
1946,pursuit,4,n,N,N,1,9.5
1946,pursuit,4,o,O,O,1,9.5
1946,pursuit,4,p,P,Q,0,9.5
1946,pursuit,4,q,Q,N,0,9.5
1946,pursuit,4,r,R,R,1,9.5
1947,pursuit,4,a,A,A,1,9.5
1947,pursuit,4,b,B,M,0,9.5
1947,pursuit,4,c,C,C,1,9.5
1947,pursuit,4,d,D,L,0,9.5
1947,pursuit,4,e,E,E,1,9.5
1947,pursuit,4,f,F,F,1,9.5
1947,pursuit,4,g,G,G,1,9.5
1947,pursuit,4,h,H,H,1,9.5
1947,pursuit,4,i,I,E,0,9.5
1947,pursuit,4,j,J,J,1,9.5
1947,pursuit,4,k,K,K,1,9.5
1947,pursuit,4,l,L,L,1,9.5
1947,pursuit,4,m,M,N,0,9.5
1947,pursuit,4,n,N,E,0,9.5
1947,pursuit,4,o,O,O,1,9.5
1947,pursuit,4,p,P,P,1,9.5
1947,pursuit,4,q,Q,Q,1,9.5
1947,pursuit,4,r,R,R,1,9.5
1948,pursuit,4,a,A,A,1,9.5
1948,pursuit,4,b,B,B,1,9.5
1948,pursuit,4,c,C,L,0,9.5
1948,pursuit,4,d,D,D,1,9.5
1948,pursuit,4,e,E,A,0,9.5
1948,pursuit,4,f,F,F,1,9.5
1948,pursuit,4,g,G,G,1,9.5
1948,pursuit,4,h,H,H,1,9.5
1948,pursuit,4,i,I,H,0,9.5
1948,pursuit,4,j,J,J,1,9.5
1948,pursuit,4,k,K,K,1,9.5
1948,pursuit,4,l,L,L,1,9.5
1948,pursuit,4,m,M,M,1,9.5
1948,pursuit,4,n,N,P,0,9.5
1948,pursuit,4,o,O,O,1,9.5
1948,pursuit,4,p,P,P,1,9.5
1948,pursuit,4,q,Q,Q,1,9.5
1948,pursuit,4,r,R,R,1,9.5
1949,pursuit,4,a,A,M,0,9.5
1949,pursuit,4,b,B,B,1,9.5
1949,pursuit,4,c,C,J,0,9.5
1949,pursuit,4,d,D,D,1,9.5
1949,pursuit,4,e,E,G,0,9.5
1949,pursuit,4,f,F,F,1,9.5
1949,pursuit,4,g,G,D,0,9.5
1949,pursuit,4,h,H,H,1,9.5
1949,pursuit,4,i,I,I,1,9.5
1949,pursuit,4,j,J,P,0,9.5
1949,pursuit,4,k,K,K,1,9.5
1949,pursuit,4,l,L,I,0,9.5
1949,pursuit,4,m,M,N,0,9.5
1949,pursuit,4,n,N,N,1,9.5
1949,pursuit,4,o,O,O,1,9.5
1949,pursuit,4,p,P,E,0,9.5
1949,pursuit,4,q,Q,Q,1,9.5
1949,pursuit,4,r,R,C,0,9.5
1950,pursuit,4,a,A,I,0,9.5
1950,pursuit,4,b,B,J,0,9.5
1950,pursuit,4,c,C,C,1,9.5
1950,pursuit,4,d,D,E,0,9.5
1950,pursuit,4,e,E,B,0,9.5
1950,pursuit,4,f,F,F,1,9.5
1950,pursuit,4,g,G,G,1,9.5
1950,pursuit,4,h,H,H,1,9.5
1950,pursuit,4,i,I,I,1,9.5
1950,pursuit,4,j,J,J,1,9.5
1950,pursuit,4,k,K,O,0,9.5
1950,pursuit,4,l,L,L,1,9.5
1950,pursuit,4,m,M,M,1,9.5
1950,pursuit,4,n,N,N,1,9.5
1950,pursuit,4,o,O,O,1,9.5
1950,pursuit,4,p,P,P,1,9.5
1950,pursuit,4,q,Q,Q,1,9.5
1950,pursuit,4,r,R,R,1,9.5
1951,pursuit,4,a,A,A,1,9.5
1951,pursuit,4,b,B,D,0,9.5
1951,pursuit,4,c,C,C,1,9.5
1951,pursuit,4,d,D,E,0,9.5
1951,pursuit,4,e,E,E,1,9.5
1951,pursuit,4,f,F,A,0,9.5
1951,pursuit,4,g,G,B,0,9.5
1951,pursuit,4,h,H,H,1,9.5
1951,pursuit,4,i,I,I,1,9.5
1951,pursuit,4,j,J,J,1,9.5
1951,pursuit,4,k,K,K,1,9.5
1951,pursuit,4,l,L,L,1,9.5
1951,pursuit,4,m,M,M,1,9.5
1951,pursuit,4,n,N,K,0,9.5
1951,pursuit,4,o,O,O,1,9.5
1951,pursuit,4,p,P,H,0,9.5
1951,pursuit,4,q,Q,Q,1,9.5
1951,pursuit,4,r,R,B,0,9.5
1952,pursuit,4,a,A,A,1,9.5
1952,pursuit,4,b,B,B,1,9.5
1952,pursuit,4,c,C,M,0,9.5
1952,pursuit,4,d,D,D,1,9.5
1952,pursuit,4,e,E,E,1,9.5
1952,pursuit,4,f,F,F,1,9.5
1952,pursuit,4,g,G,A,0,9.5
1952,pursuit,4,h,H,H,1,9.5
1952,pursuit,4,i,I,I,1,9.5
1952,pursuit,4,j,J,J,1,9.5
1952,pursuit,4,k,K,C,0,9.5
1952,pursuit,4,l,L,L,1,9.5
1952,pursuit,4,m,M,M,1,9.5
1952,pursuit,4,n,N,N,1,9.5
1952,pursuit,4,o,O,O,1,9.5
1952,pursuit,4,p,P,P,1,9.5
1952,pursuit,4,q,Q,Q,1,9.5
1952,pursuit,4,r,R,R,1,9.5
1953,pursuit,4,a,A,A,1,9.5
1953,pursuit,4,b,B,B,1,9.5
1953,pursuit,4,c,C,R,0,9.5
1953,pursuit,4,d,D,D,1,9.5
1953,pursuit,4,e,E,E,1,9.5
1953,pursuit,4,f,F,F,1,9.5
1953,pursuit,4,g,G,G,1,9.5
1953,pursuit,4,h,H,I,0,9.5
1953,pursuit,4,i,I,I,1,9.5
1953,pursuit,4,j,J,J,1,9.5
1953,pursuit,4,k,K,K,1,9.5
1953,pursuit,4,l,L,M,0,9.5
1953,pursuit,4,m,M,M,1,9.5
1953,pursuit,4,n,N,N,1,9.5
1953,pursuit,4,o,O,O,1,9.5
1953,pursuit,4,p,P,P,1,9.5
1953,pursuit,4,q,Q,K,0,9.5
1953,pursuit,4,r,R,R,1,9.5
1954,pursuit,4,a,A,A,1,9.5
1954,pursuit,4,b,B,B,1,9.5
1954,pursuit,4,c,C,C,1,9.5
1954,pursuit,4,d,D,J,0,9.5
1954,pursuit,4,e,E,E,1,9.5
1954,pursuit,4,f,F,F,1,9.5
1954,pursuit,4,g,G,G,1,9.5
1954,pursuit,4,h,H,H,1,9.5
1954,pursuit,4,i,I,H,0,9.5
1954,pursuit,4,j,J,J,1,9.5
1954,pursuit,4,k,K,K,1,9.5
1954,pursuit,4,l,L,Q,0,9.5
1954,pursuit,4,m,M,Q,0,9.5
1954,pursuit,4,n,N,I,0,9.5
1954,pursuit,4,o,O,G,0,9.5
1954,pursuit,4,p,P,F,0,9.5
1954,pursuit,4,q,Q,O,0,9.5
1954,pursuit,4,r,R,R,1,9.5
1955,pursuit,4,a,A,A,1,9.5
1955,pursuit,4,b,B,B,1,9.5
1955,pursuit,4,c,C,O,0,9.5
1955,pursuit,4,d,D,B,0,9.5
1955,pursuit,4,e,E,B,0,9.5
1955,pursuit,4,f,F,F,1,9.5
1955,pursuit,4,g,G,G,1,9.5
1955,pursuit,4,h,H,H,1,9.5
1955,pursuit,4,i,I,I,1,9.5
1955,pursuit,4,j,J,J,1,9.5
1955,pursuit,4,k,K,C,0,9.5
1955,pursuit,4,l,L,L,1,9.5
1955,pursuit,4,m,M,M,1,9.5
1955,pursuit,4,n,N,N,1,9.5
1955,pursuit,4,o,O,O,1,9.5
1955,pursuit,4,p,P,D,0,9.5
1955,pursuit,4,q,Q,Q,1,9.5
1955,pursuit,4,r,R,R,1,9.5
1956,pursuit,4,a,A,B,0,9.5
1956,pursuit,4,b,B,B,1,9.5
1956,pursuit,4,c,C,C,1,9.5
1956,pursuit,4,d,D,D,1,9.5
1956,pursuit,4,e,E,E,1,9.5
1956,pursuit,4,f,F,P,0,9.5
1956,pursuit,4,g,G,G,1,9.5
1956,pursuit,4,h,H,H,1,9.5
1956,pursuit,4,i,I,Q,0,9.5
1956,pursuit,4,j,J,J,1,9.5
1956,pursuit,4,k,K,K,1,9.5
1956,pursuit,4,l,L,J,0,9.5
1956,pursuit,4,m,M,D,0,9.5
1956,pursuit,4,n,N,N,1,9.5
1956,pursuit,4,o,O,D,0,9.5
1956,pursuit,4,p,P,P,1,9.5
1956,pursuit,4,q,Q,D,0,9.5
1956,pursuit,4,r,R,R,1,9.5
1957,pursuit,4,a,A,A,1,9.5
1957,pursuit,4,b,B,B,1,9.5
1957,pursuit,4,c,C,C,1,9.5
1957,pursuit,4,d,D,D,1,9.5
1957,pursuit,4,e,E,G,0,9.5
1957,pursuit,4,f,F,J,0,9.5
1957,pursuit,4,g,G,G,1,9.5
1957,pursuit,4,h,H,H,1,9.5
1957,pursuit,4,i,I,I,1,9.5
1957,pursuit,4,j,J,J,1,9.5
1957,pursuit,4,k,K,K,1,9.5
1957,pursuit,4,l,L,L,1,9.5
1957,pursuit,4,m,M,F,0,9.5
1957,pursuit,4,n,N,H,0,9.5
1957,pursuit,4,o,O,O,1,9.5
1957,pursuit,4,p,P,P,1,9.5
1957,pursuit,4,q,Q,Q,1,9.5
1957,pursuit,4,r,R,D,0,9.5
1958,pursuit,4,a,A,R,0,9.5
1958,pursuit,4,b,B,B,1,9.5
1958,pursuit,4,c,C,A,0,9.5
1958,pursuit,4,d,D,H,0,9.5
1958,pursuit,4,e,E,E,1,9.5
1958,pursuit,4,f,F,L,0,9.5
1958,pursuit,4,g,G,G,1,9.5
1958,pursuit,4,h,H,H,1,9.5
1958,pursuit,4,i,I,I,1,9.5
1958,pursuit,4,j,J,K,0,9.5
1958,pursuit,4,k,K,K,1,9.5
1958,pursuit,4,l,L,L,1,9.5
1958,pursuit,4,m,M,M,1,9.5
1958,pursuit,4,n,N,N,1,9.5
1958,pursuit,4,o,O,H,0,9.5
1958,pursuit,4,p,P,D,0,9.5
1958,pursuit,4,q,Q,Q,1,9.5
1958,pursuit,4,r,R,R,1,9.5
1959,pursuit,4,a,A,A,1,9.5
1959,pursuit,4,b,B,B,1,9.5
1959,pursuit,4,c,C,C,1,9.5
1959,pursuit,4,d,D,D,1,9.5
1959,pursuit,4,e,E,Q,0,9.5
1959,pursuit,4,f,F,F,1,9.5
1959,pursuit,4,g,G,G,1,9.5
1959,pursuit,4,h,H,R,0,9.5
1959,pursuit,4,i,I,I,1,9.5
1959,pursuit,4,j,J,J,1,9.5
1959,pursuit,4,k,K,A,0,9.5
1959,pursuit,4,l,L,L,1,9.5
1959,pursuit,4,m,M,P,0,9.5
1959,pursuit,4,n,N,N,1,9.5
1959,pursuit,4,o,O,O,1,9.5
1959,pursuit,4,p,P,P,1,9.5
1959,pursuit,4,q,Q,Q,1,9.5
1959,pursuit,4,r,R,R,1,9.5
1960,pursuit,4,a,A,A,1,9.5
1960,pursuit,4,b,B,P,0,9.5
1960,pursuit,4,c,C,P,0,9.5
1960,pursuit,4,d,D,Q,0,9.5
1960,pursuit,4,e,E,E,1,9.5
1960,pursuit,4,f,F,F,1,9.5
1960,pursuit,4,g,G,G,1,9.5
1960,pursuit,4,h,H,H,1,9.5
1960,pursuit,4,i,I,I,1,9.5
1960,pursuit,4,j,J,J,1,9.5
1960,pursuit,4,k,K,K,1,9.5
1960,pursuit,4,l,L,L,1,9.5
1960,pursuit,4,m,M,R,0,9.5
1960,pursuit,4,n,N,N,1,9.5
1960,pursuit,4,o,O,O,1,9.5
1960,pursuit,4,p,P,P,1,9.5
1960,pursuit,4,q,Q,Q,1,9.5
1960,pursuit,4,r,R,G,0,9.5
1961,pursuit,4,a,A,G,0,9.5
1961,pursuit,4,b,B,I,0,9.5
1961,pursuit,4,c,C,C,1,9.5
1961,pursuit,4,d,D,D,1,9.5
1961,pursuit,4,e,E,O,0,9.5
1961,pursuit,4,f,F,F,1,9.5
1961,pursuit,4,g,G,G,1,9.5
1961,pursuit,4,h,H,H,1,9.5
1961,pursuit,4,i,I,P,0,9.5
1961,pursuit,4,j,J,J,1,9.5
