sample,model,condition,words,meanings,response,accuracy,memory_size
602,trace_0.5,4,c,C,C,1,4.25
602,trace_0.5,4,d,D,D,1,4.25
602,trace_0.5,4,e,E,E,1,4.25
602,trace_0.5,4,f,F,F,1,4.25
602,trace_0.5,4,g,G,G,1,4.25
602,trace_0.5,4,h,H,H,1,4.25
602,trace_0.5,4,i,I,G,0,4.25
602,trace_0.5,4,j,J,J,1,4.25
602,trace_0.5,4,k,K,E,0,4.25
602,trace_0.5,4,l,L,L,1,4.25
602,trace_0.5,4,m,M,M,1,4.25
602,trace_0.5,4,n,N,J,0,4.25
602,trace_0.5,4,o,O,O,1,4.25
602,trace_0.5,4,p,P,P,1,4.25
602,trace_0.5,4,q,Q,G,0,4.25
602,trace_0.5,4,r,R,R,1,4.25
603,trace_0.5,4,a,A,P,0,4.25
603,trace_0.5,4,b,B,H,0,4.25
603,trace_0.5,4,c,C,C,1,4.25
603,trace_0.5,4,d,D,D,1,4.25
603,trace_0.5,4,e,E,E,1,4.25
603,trace_0.5,4,f,F,E,0,4.25
603,trace_0.5,4,g,G,I,0,4.25
603,trace_0.5,4,h,H,A,0,4.25
603,trace_0.5,4,i,I,I,1,4.25
603,trace_0.5,4,j,J,I,0,4.25
603,trace_0.5,4,k,K,K,1,4.25
603,trace_0.5,4,l,L,L,1,4.25
603,trace_0.5,4,m,M,M,1,4.25
603,trace_0.5,4,n,N,N,1,4.25
603,trace_0.5,4,o,O,O,1,4.25
603,trace_0.5,4,p,P,P,1,4.25
603,trace_0.5,4,q,Q,Q,1,4.25
603,trace_0.5,4,r,R,R,1,4.25
604,trace_0.5,4,a,A,A,1,4.25
604,trace_0.5,4,b,B,B,1,4.25
604,trace_0.5,4,c,C,C,1,4.25
604,trace_0.5,4,d,D,G,0,4.25
604,trace_0.5,4,e,E,H,0,4.25
604,trace_0.5,4,f,F,F,1,4.25
604,trace_0.5,4,g,G,K,0,4.25
604,trace_0.5,4,h,H,H,1,4.25
604,trace_0.5,4,i,I,I,1,4.25
604,trace_0.5,4,j,J,M,0,4.25
604,trace_0.5,4,k,K,K,1,4.25
604,trace_0.5,4,l,L,L,1,4.25
604,trace_0.5,4,m,M,M,1,4.25
604,trace_0.5,4,n,N,N,1,4.25
604,trace_0.5,4,o,O,O,1,4.25
604,trace_0.5,4,p,P,P,1,4.25
604,trace_0.5,4,q,Q,Q,1,4.25
604,trace_0.5,4,r,R,J,0,4.25
605,trace_0.5,4,a,A,A,1,4.25
605,trace_0.5,4,b,B,B,1,4.25
605,trace_0.5,4,c,C,F,0,4.25
605,trace_0.5,4,d,D,Q,0,4.25
605,trace_0.5,4,e,E,E,1,4.25
605,trace_0.5,4,f,F,F,1,4.25
605,trace_0.5,4,g,G,A,0,4.25
605,trace_0.5,4,h,H,H,1,4.25
605,trace_0.5,4,i,I,M,0,4.25
605,trace_0.5,4,j,J,J,1,4.25
605,trace_0.5,4,k,K,L,0,4.25
605,trace_0.5,4,l,L,L,1,4.25
605,trace_0.5,4,m,M,M,1,4.25
605,trace_0.5,4,n,N,N,1,4.25
605,trace_0.5,4,o,O,G,0,4.25
605,trace_0.5,4,p,P,F,0,4.25
605,trace_0.5,4,q,Q,G,0,4.25
605,trace_0.5,4,r,R,C,0,4.25
606,trace_0.5,4,a,A,P,0,4.25
606,trace_0.5,4,b,B,B,1,4.25
606,trace_0.5,4,c,C,C,1,4.25
606,trace_0.5,4,d,D,F,0,4.25
606,trace_0.5,4,e,E,R,0,4.25
606,trace_0.5,4,f,F,F,1,4.25
606,trace_0.5,4,g,G,G,1,4.25
606,trace_0.5,4,h,H,H,1,4.25
606,trace_0.5,4,i,I,I,1,4.25
606,trace_0.5,4,j,J,J,1,4.25
606,trace_0.5,4,k,K,K,1,4.25
606,trace_0.5,4,l,L,L,1,4.25
606,trace_0.5,4,m,M,M,1,4.25
606,trace_0.5,4,n,N,N,1,4.25
606,trace_0.5,4,o,O,O,1,4.25
606,trace_0.5,4,p,P,P,1,4.25
606,trace_0.5,4,q,Q,Q,1,4.25
606,trace_0.5,4,r,R,R,1,4.25
607,trace_0.5,4,a,A,A,1,4.25
607,trace_0.5,4,b,B,H,0,4.25
607,trace_0.5,4,c,C,C,1,4.25
607,trace_0.5,4,d,D,L,0,4.25
607,trace_0.5,4,e,E,E,1,4.25
607,trace_0.5,4,f,F,F,1,4.25
607,trace_0.5,4,g,G,G,1,4.25
607,trace_0.5,4,h,H,H,1,4.25
607,trace_0.5,4,i,I,I,1,4.25
607,trace_0.5,4,j,J,J,1,4.25
607,trace_0.5,4,k,K,K,1,4.25
607,trace_0.5,4,l,L,L,1,4.25
607,trace_0.5,4,m,M,M,1,4.25
607,trace_0.5,4,n,N,N,1,4.25
607,trace_0.5,4,o,O,B,0,4.25
607,trace_0.5,4,p,P,P,1,4.25
607,trace_0.5,4,q,Q,Q,1,4.25
607,trace_0.5,4,r,R,R,1,4.25
608,trace_0.5,4,a,A,A,1,4.25
608,trace_0.5,4,b,B,B,1,4.25
608,trace_0.5,4,c,C,C,1,4.25
608,trace_0.5,4,d,D,D,1,4.25
608,trace_0.5,4,e,E,E,1,4.25
608,trace_0.5,4,f,F,N,0,4.25
608,trace_0.5,4,g,G,G,1,4.25
608,trace_0.5,4,h,H,H,1,4.25
608,trace_0.5,4,i,I,I,1,4.25
608,trace_0.5,4,j,J,J,1,4.25
608,trace_0.5,4,k,K,K,1,4.25
608,trace_0.5,4,l,L,N,0,4.25
608,trace_0.5,4,m,M,K,0,4.25
608,trace_0.5,4,n,N,N,1,4.25
608,trace_0.5,4,o,O,O,1,4.25
608,trace_0.5,4,p,P,R,0,4.25
608,trace_0.5,4,q,Q,Q,1,4.25
608,trace_0.5,4,r,R,B,0,4.25
609,trace_0.5,4,a,A,A,1,4.25
609,trace_0.5,4,b,B,H,0,4.25
609,trace_0.5,4,c,C,C,1,4.25
609,trace_0.5,4,d,D,D,1,4.25
609,trace_0.5,4,e,E,Q,0,4.25
609,trace_0.5,4,f,F,F,1,4.25
609,trace_0.5,4,g,G,Q,0,4.25
609,trace_0.5,4,h,H,H,1,4.25
609,trace_0.5,4,i,I,B,0,4.25
609,trace_0.5,4,j,J,J,1,4.25
609,trace_0.5,4,k,K,K,1,4.25
609,trace_0.5,4,l,L,L,1,4.25
609,trace_0.5,4,m,M,O,0,4.25
609,trace_0.5,4,n,N,N,1,4.25
609,trace_0.5,4,o,O,O,1,4.25
609,trace_0.5,4,p,P,P,1,4.25
609,trace_0.5,4,q,Q,D,0,4.25
609,trace_0.5,4,r,R,E,0,4.25
610,trace_0.5,4,a,A,R,0,4.25
610,trace_0.5,4,b,B,B,1,4.25
610,trace_0.5,4,c,C,C,1,4.25
610,trace_0.5,4,d,D,D,1,4.25
610,trace_0.5,4,e,E,E,1,4.25
610,trace_0.5,4,f,F,H,0,4.25
610,trace_0.5,4,g,G,O,0,4.25
610,trace_0.5,4,h,H,H,1,4.25
610,trace_0.5,4,i,I,I,1,4.25
610,trace_0.5,4,j,J,J,1,4.25
610,trace_0.5,4,k,K,K,1,4.25
610,trace_0.5,4,l,L,L,1,4.25
610,trace_0.5,4,m,M,M,1,4.25
610,trace_0.5,4,n,N,N,1,4.25
610,trace_0.5,4,o,O,O,1,4.25
610,trace_0.5,4,p,P,P,1,4.25
610,trace_0.5,4,q,Q,Q,1,4.25
610,trace_0.5,4,r,R,R,1,4.25
611,trace_0.5,4,a,A,A,1,4.25
611,trace_0.5,4,b,B,L,0,4.25
611,trace_0.5,4,c,C,C,1,4.25
611,trace_0.5,4,d,D,G,0,4.25
611,trace_0.5,4,e,E,E,1,4.25
611,trace_0.5,4,f,F,F,1,4.25
611,trace_0.5,4,g,G,D,0,4.25
611,trace_0.5,4,h,H,H,1,4.25
611,trace_0.5,4,i,I,I,1,4.25
611,trace_0.5,4,j,J,J,1,4.25
611,trace_0.5,4,k,K,K,1,4.25
611,trace_0.5,4,l,L,L,1,4.25
611,trace_0.5,4,m,M,M,1,4.25
611,trace_0.5,4,n,N,N,1,4.25
611,trace_0.5,4,o,O,O,1,4.25
611,trace_0.5,4,p,P,P,1,4.25
611,trace_0.5,4,q,Q,I,0,4.25
611,trace_0.5,4,r,R,R,1,4.25
612,trace_0.5,4,a,A,A,1,4.25
612,trace_0.5,4,b,B,M,0,4.25
612,trace_0.5,4,c,C,E,0,4.25
612,trace_0.5,4,d,D,D,1,4.25
612,trace_0.5,4,e,E,C,0,4.25
612,trace_0.5,4,f,F,G,0,4.25
612,trace_0.5,4,g,G,G,1,4.25
612,trace_0.5,4,h,H,H,1,4.25
612,trace_0.5,4,i,I,I,1,4.25
612,trace_0.5,4,j,J,C,0,4.25
612,trace_0.5,4,k,K,K,1,4.25
612,trace_0.5,4,l,L,Q,0,4.25
612,trace_0.5,4,m,M,M,1,4.25
612,trace_0.5,4,n,N,B,0,4.25
612,trace_0.5,4,o,O,O,1,4.25
612,trace_0.5,4,p,P,P,1,4.25
612,trace_0.5,4,q,Q,Q,1,4.25
612,trace_0.5,4,r,R,O,0,4.25
613,trace_0.5,4,a,A,A,1,4.25
613,trace_0.5,4,b,B,B,1,4.25
613,trace_0.5,4,c,C,C,1,4.25
613,trace_0.5,4,d,D,D,1,4.25
613,trace_0.5,4,e,E,E,1,4.25
613,trace_0.5,4,f,F,C,0,4.25
613,trace_0.5,4,g,G,C,0,4.25
613,trace_0.5,4,h,H,K,0,4.25
613,trace_0.5,4,i,I,I,1,4.25
613,trace_0.5,4,j,J,J,1,4.25
613,trace_0.5,4,k,K,K,1,4.25
613,trace_0.5,4,l,L,L,1,4.25
613,trace_0.5,4,m,M,M,1,4.25
613,trace_0.5,4,n,N,I,0,4.25
613,trace_0.5,4,o,O,E,0,4.25
613,trace_0.5,4,p,P,P,1,4.25
613,trace_0.5,4,q,Q,Q,1,4.25
613,trace_0.5,4,r,R,R,1,4.25
614,trace_0.5,4,a,A,A,1,4.25
614,trace_0.5,4,b,B,B,1,4.25
614,trace_0.5,4,c,C,C,1,4.25
614,trace_0.5,4,d,D,D,1,4.25
614,trace_0.5,4,e,E,K,0,4.25
614,trace_0.5,4,f,F,F,1,4.25
614,trace_0.5,4,g,G,G,1,4.25
614,trace_0.5,4,h,H,G,0,4.25
614,trace_0.5,4,i,I,A,0,4.25
614,trace_0.5,4,j,J,L,0,4.25
614,trace_0.5,4,k,K,K,1,4.25
614,trace_0.5,4,l,L,L,1,4.25
614,trace_0.5,4,m,M,J,0,4.25
614,trace_0.5,4,n,N,N,1,4.25
614,trace_0.5,4,o,O,M,0,4.25
614,trace_0.5,4,p,P,P,1,4.25
614,trace_0.5,4,q,Q,D,0,4.25
614,trace_0.5,4,r,R,R,1,4.25
615,trace_0.5,4,a,A,B,0,4.25
615,trace_0.5,4,b,B,B,1,4.25
615,trace_0.5,4,c,C,A,0,4.25
615,trace_0.5,4,d,D,D,1,4.25
615,trace_0.5,4,e,E,E,1,4.25
615,trace_0.5,4,f,F,L,0,4.25
615,trace_0.5,4,g,G,G,1,4.25
615,trace_0.5,4,h,H,H,1,4.25
615,trace_0.5,4,i,I,H,0,4.25
615,trace_0.5,4,j,J,J,1,4.25
615,trace_0.5,4,k,K,K,1,4.25
615,trace_0.5,4,l,L,C,0,4.25
615,trace_0.5,4,m,M,M,1,4.25
615,trace_0.5,4,n,N,N,1,4.25
615,trace_0.5,4,o,O,E,0,4.25
615,trace_0.5,4,p,P,P,1,4.25
615,trace_0.5,4,q,Q,Q,1,4.25
615,trace_0.5,4,r,R,R,1,4.25
616,trace_0.5,4,a,A,A,1,4.25
616,trace_0.5,4,b,B,B,1,4.25
616,trace_0.5,4,c,C,C,1,4.25
616,trace_0.5,4,d,D,D,1,4.25
616,trace_0.5,4,e,E,E,1,4.25
616,trace_0.5,4,f,F,F,1,4.25
616,trace_0.5,4,g,G,G,1,4.25
616,trace_0.5,4,h,H,K,0,4.25
616,trace_0.5,4,i,I,I,1,4.25
616,trace_0.5,4,j,J,J,1,4.25
616,trace_0.5,4,k,K,F,0,4.25
616,trace_0.5,4,l,L,L,1,4.25
616,trace_0.5,4,m,M,M,1,4.25
616,trace_0.5,4,n,N,N,1,4.25
616,trace_0.5,4,o,O,O,1,4.25
616,trace_0.5,4,p,P,P,1,4.25
616,trace_0.5,4,q,Q,Q,1,4.25
616,trace_0.5,4,r,R,R,1,4.25
617,trace_0.5,4,a,A,A,1,4.25
617,trace_0.5,4,b,B,O,0,4.25
617,trace_0.5,4,c,C,R,0,4.25
617,trace_0.5,4,d,D,B,0,4.25
617,trace_0.5,4,e,E,E,1,4.25
617,trace_0.5,4,f,F,F,1,4.25
617,trace_0.5,4,g,G,G,1,4.25
617,trace_0.5,4,h,H,H,1,4.25
617,trace_0.5,4,i,I,I,1,4.25
617,trace_0.5,4,j,J,J,1,4.25
617,trace_0.5,4,k,K,K,1,4.25
617,trace_0.5,4,l,L,G,0,4.25
617,trace_0.5,4,m,M,O,0,4.25
617,trace_0.5,4,n,N,I,0,4.25
617,trace_0.5,4,o,O,G,0,4.25
617,trace_0.5,4,p,P,R,0,4.25
617,trace_0.5,4,q,Q,J,0,4.25
617,trace_0.5,4,r,R,R,1,4.25
618,trace_0.5,4,a,A,A,1,4.25
618,trace_0.5,4,b,B,B,1,4.25
618,trace_0.5,4,c,C,B,0,4.25
618,trace_0.5,4,d,D,D,1,4.25
618,trace_0.5,4,e,E,O,0,4.25
618,trace_0.5,4,f,F,F,1,4.25
618,trace_0.5,4,g,G,O,0,4.25
618,trace_0.5,4,h,H,H,1,4.25
618,trace_0.5,4,i,I,A,0,4.25
618,trace_0.5,4,j,J,R,0,4.25
618,trace_0.5,4,k,K,K,1,4.25
618,trace_0.5,4,l,L,L,1,4.25
618,trace_0.5,4,m,M,M,1,4.25
618,trace_0.5,4,n,N,N,1,4.25
618,trace_0.5,4,o,O,O,1,4.25
618,trace_0.5,4,p,P,P,1,4.25
618,trace_0.5,4,q,Q,J,0,4.25
618,trace_0.5,4,r,R,R,1,4.25
619,trace_0.5,4,a,A,A,1,4.25
619,trace_0.5,4,b,B,B,1,4.25
619,trace_0.5,4,c,C,C,1,4.25
619,trace_0.5,4,d,D,D,1,4.25
619,trace_0.5,4,e,E,E,1,4.25
619,trace_0.5,4,f,F,F,1,4.25
619,trace_0.5,4,g,G,G,1,4.25
619,trace_0.5,4,h,H,H,1,4.25
619,trace_0.5,4,i,I,I,1,4.25
619,trace_0.5,4,j,J,K,0,4.25
619,trace_0.5,4,k,K,K,1,4.25
619,trace_0.5,4,l,L,L,1,4.25
619,trace_0.5,4,m,M,O,0,4.25
619,trace_0.5,4,n,N,N,1,4.25
619,trace_0.5,4,o,O,M,0,4.25
619,trace_0.5,4,p,P,P,1,4.25
619,trace_0.5,4,q,Q,Q,1,4.25
619,trace_0.5,4,r,R,R,1,4.25
620,trace_0.5,4,a,A,A,1,4.25
620,trace_0.5,4,b,B,B,1,4.25
620,trace_0.5,4,c,C,C,1,4.25
620,trace_0.5,4,d,D,D,1,4.25
620,trace_0.5,4,e,E,A,0,4.25
620,trace_0.5,4,f,F,F,1,4.25
620,trace_0.5,4,g,G,G,1,4.25
620,trace_0.5,4,h,H,H,1,4.25
620,trace_0.5,4,i,I,P,0,4.25
620,trace_0.5,4,j,J,J,1,4.25
620,trace_0.5,4,k,K,K,1,4.25
620,trace_0.5,4,l,L,L,1,4.25
620,trace_0.5,4,m,M,A,0,4.25
620,trace_0.5,4,n,N,R,0,4.25
620,trace_0.5,4,o,O,O,1,4.25
620,trace_0.5,4,p,P,P,1,4.25
620,trace_0.5,4,q,Q,P,0,4.25
620,trace_0.5,4,r,R,R,1,4.25
621,trace_0.5,4,a,A,A,1,4.25
621,trace_0.5,4,b,B,B,1,4.25
621,trace_0.5,4,c,C,C,1,4.25
621,trace_0.5,4,d,D,D,1,4.25
621,trace_0.5,4,e,E,E,1,4.25
621,trace_0.5,4,f,F,F,1,4.25
621,trace_0.5,4,g,G,E,0,4.25
621,trace_0.5,4,h,H,H,1,4.25
621,trace_0.5,4,i,I,I,1,4.25
621,trace_0.5,4,j,J,J,1,4.25
621,trace_0.5,4,k,K,I,0,4.25
621,trace_0.5,4,l,L,L,1,4.25
621,trace_0.5,4,m,M,K,0,4.25
621,trace_0.5,4,n,N,H,0,4.25
621,trace_0.5,4,o,O,O,1,4.25
621,trace_0.5,4,p,P,G,0,4.25
621,trace_0.5,4,q,Q,Q,1,4.25
621,trace_0.5,4,r,R,R,1,4.25
622,trace_0.5,4,a,A,A,1,4.25
622,trace_0.5,4,b,B,H,0,4.25
622,trace_0.5,4,c,C,C,1,4.25
622,trace_0.5,4,d,D,D,1,4.25
622,trace_0.5,4,e,E,E,1,4.25
622,trace_0.5,4,f,F,F,1,4.25
622,trace_0.5,4,g,G,D,0,4.25
622,trace_0.5,4,h,H,H,1,4.25
622,trace_0.5,4,i,I,I,1,4.25
622,trace_0.5,4,j,J,J,1,4.25
622,trace_0.5,4,k,K,K,1,4.25
622,trace_0.5,4,l,L,L,1,4.25
622,trace_0.5,4,m,M,M,1,4.25
622,trace_0.5,4,n,N,H,0,4.25
622,trace_0.5,4,o,O,O,1,4.25
622,trace_0.5,4,p,P,P,1,4.25
622,trace_0.5,4,q,Q,Q,1,4.25
622,trace_0.5,4,r,R,R,1,4.25
623,trace_0.5,4,a,A,A,1,4.25
623,trace_0.5,4,b,B,B,1,4.25
623,trace_0.5,4,c,C,G,0,4.25
623,trace_0.5,4,d,D,D,1,4.25
623,trace_0.5,4,e,E,E,1,4.25
623,trace_0.5,4,f,F,F,1,4.25
623,trace_0.5,4,g,G,G,1,4.25
623,trace_0.5,4,h,H,P,0,4.25
623,trace_0.5,4,i,I,I,1,4.25
623,trace_0.5,4,j,J,J,1,4.25
623,trace_0.5,4,k,K,M,0,4.25
623,trace_0.5,4,l,L,L,1,4.25
623,trace_0.5,4,m,M,M,1,4.25
623,trace_0.5,4,n,N,N,1,4.25
623,trace_0.5,4,o,O,O,1,4.25
623,trace_0.5,4,p,P,P,1,4.25
623,trace_0.5,4,q,Q,I,0,4.25
623,trace_0.5,4,r,R,E,0,4.25
624,trace_0.5,4,a,A,P,0,4.25
624,trace_0.5,4,b,B,B,1,4.25
624,trace_0.5,4,c,C,D,0,4.25
624,trace_0.5,4,d,D,D,1,4.25
624,trace_0.5,4,e,E,E,1,4.25
624,trace_0.5,4,f,F,K,0,4.25
624,trace_0.5,4,g,G,G,1,4.25
624,trace_0.5,4,h,H,H,1,4.25
624,trace_0.5,4,i,I,I,1,4.25
624,trace_0.5,4,j,J,O,0,4.25
624,trace_0.5,4,k,K,O,0,4.25
624,trace_0.5,4,l,L,L,1,4.25
624,trace_0.5,4,m,M,M,1,4.25
624,trace_0.5,4,n,N,N,1,4.25
624,trace_0.5,4,o,O,O,1,4.25
624,trace_0.5,4,p,P,P,1,4.25
624,trace_0.5,4,q,Q,D,0,4.25
624,trace_0.5,4,r,R,R,1,4.25
625,trace_0.5,4,a,A,Q,0,4.25
625,trace_0.5,4,b,B,B,1,4.25
625,trace_0.5,4,c,C,C,1,4.25
625,trace_0.5,4,d,D,Q,0,4.25
625,trace_0.5,4,e,E,E,1,4.25
625,trace_0.5,4,f,F,F,1,4.25
625,trace_0.5,4,g,G,G,1,4.25
625,trace_0.5,4,h,H,D,0,4.25
625,trace_0.5,4,i,I,I,1,4.25
625,trace_0.5,4,j,J,J,1,4.25
625,trace_0.5,4,k,K,K,1,4.25
625,trace_0.5,4,l,L,L,1,4.25
625,trace_0.5,4,m,M,M,1,4.25
625,trace_0.5,4,n,N,N,1,4.25
625,trace_0.5,4,o,O,B,0,4.25
625,trace_0.5,4,p,P,P,1,4.25
625,trace_0.5,4,q,Q,L,0,4.25
625,trace_0.5,4,r,R,R,1,4.25
626,trace_0.5,4,a,A,A,1,4.25
626,trace_0.5,4,b,B,B,1,4.25
626,trace_0.5,4,c,C,C,1,4.25
626,trace_0.5,4,d,D,O,0,4.25
626,trace_0.5,4,e,E,C,0,4.25
626,trace_0.5,4,f,F,P,0,4.25
626,trace_0.5,4,g,G,G,1,4.25
626,trace_0.5,4,h,H,H,1,4.25
626,trace_0.5,4,i,I,I,1,4.25
626,trace_0.5,4,j,J,J,1,4.25
626,trace_0.5,4,k,K,K,1,4.25
626,trace_0.5,4,l,L,L,1,4.25
626,trace_0.5,4,m,M,K,0,4.25
626,trace_0.5,4,n,N,N,1,4.25
626,trace_0.5,4,o,O,O,1,4.25
626,trace_0.5,4,p,P,F,0,4.25
626,trace_0.5,4,q,Q,D,0,4.25
626,trace_0.5,4,r,R,Q,0,4.25
627,trace_0.5,4,a,A,A,1,4.25
627,trace_0.5,4,b,B,B,1,4.25
627,trace_0.5,4,c,C,C,1,4.25
627,trace_0.5,4,d,D,D,1,4.25
627,trace_0.5,4,e,E,E,1,4.25
627,trace_0.5,4,f,F,F,1,4.25
627,trace_0.5,4,g,G,G,1,4.25
627,trace_0.5,4,h,H,H,1,4.25
627,trace_0.5,4,i,I,I,1,4.25
627,trace_0.5,4,j,J,J,1,4.25
627,trace_0.5,4,k,K,K,1,4.25
627,trace_0.5,4,l,L,L,1,4.25
627,trace_0.5,4,m,M,M,1,4.25
627,trace_0.5,4,n,N,N,1,4.25
627,trace_0.5,4,o,O,O,1,4.25
627,trace_0.5,4,p,P,D,0,4.25
627,trace_0.5,4,q,Q,Q,1,4.25
627,trace_0.5,4,r,R,R,1,4.25
628,trace_0.5,4,a,A,A,1,4.25
628,trace_0.5,4,b,B,B,1,4.25
628,trace_0.5,4,c,C,A,0,4.25
628,trace_0.5,4,d,D,D,1,4.25
628,trace_0.5,4,e,E,H,0,4.25
628,trace_0.5,4,f,F,H,0,4.25
628,trace_0.5,4,g,G,P,0,4.25
628,trace_0.5,4,h,H,H,1,4.25
628,trace_0.5,4,i,I,G,0,4.25
628,trace_0.5,4,j,J,I,0,4.25
628,trace_0.5,4,k,K,B,0,4.25
628,trace_0.5,4,l,L,F,0,4.25
628,trace_0.5,4,m,M,M,1,4.25
628,trace_0.5,4,n,N,N,1,4.25
628,trace_0.5,4,o,O,O,1,4.25
628,trace_0.5,4,p,P,P,1,4.25
628,trace_0.5,4,q,Q,Q,1,4.25
628,trace_0.5,4,r,R,Q,0,4.25
629,trace_0.5,4,a,A,A,1,4.25
629,trace_0.5,4,b,B,B,1,4.25
629,trace_0.5,4,c,C,C,1,4.25
629,trace_0.5,4,d,D,D,1,4.25
629,trace_0.5,4,e,E,E,1,4.25
629,trace_0.5,4,f,F,C,0,4.25
629,trace_0.5,4,g,G,G,1,4.25
629,trace_0.5,4,h,H,L,0,4.25
629,trace_0.5,4,i,I,I,1,4.25
629,trace_0.5,4,j,J,J,1,4.25
629,trace_0.5,4,k,K,B,0,4.25
629,trace_0.5,4,l,L,J,0,4.25
629,trace_0.5,4,m,M,M,1,4.25
629,trace_0.5,4,n,N,N,1,4.25
629,trace_0.5,4,o,O,Q,0,4.25
629,trace_0.5,4,p,P,A,0,4.25
629,trace_0.5,4,q,Q,J,0,4.25
629,trace_0.5,4,r,R,E,0,4.25
630,trace_0.5,4,a,A,A,1,4.25
630,trace_0.5,4,b,B,B,1,4.25
630,trace_0.5,4,c,C,C,1,4.25
630,trace_0.5,4,d,D,D,1,4.25
630,trace_0.5,4,e,E,E,1,4.25
630,trace_0.5,4,f,F,F,1,4.25
630,trace_0.5,4,g,G,G,1,4.25
630,trace_0.5,4,h,H,A,0,4.25
630,trace_0.5,4,i,I,N,0,4.25
630,trace_0.5,4,j,J,J,1,4.25
630,trace_0.5,4,k,K,K,1,4.25
630,trace_0.5,4,l,L,L,1,4.25
630,trace_0.5,4,m,M,M,1,4.25
630,trace_0.5,4,n,N,N,1,4.25
630,trace_0.5,4,o,O,O,1,4.25
630,trace_0.5,4,p,P,N,0,4.25
630,trace_0.5,4,q,Q,Q,1,4.25
630,trace_0.5,4,r,R,R,1,4.25
631,trace_0.5,4,a,A,M,0,4.25
631,trace_0.5,4,b,B,B,1,4.25
631,trace_0.5,4,c,C,C,1,4.25
631,trace_0.5,4,d,D,C,0,4.25
631,trace_0.5,4,e,E,R,0,4.25
631,trace_0.5,4,f,F,D,0,4.25
631,trace_0.5,4,g,G,G,1,4.25
631,trace_0.5,4,h,H,H,1,4.25
631,trace_0.5,4,i,I,I,1,4.25
631,trace_0.5,4,j,J,B,0,4.25
631,trace_0.5,4,k,K,K,1,4.25
631,trace_0.5,4,l,L,N,0,4.25
631,trace_0.5,4,m,M,M,1,4.25
631,trace_0.5,4,n,N,J,0,4.25
631,trace_0.5,4,o,O,O,1,4.25
631,trace_0.5,4,p,P,L,0,4.25
631,trace_0.5,4,q,Q,Q,1,4.25
631,trace_0.5,4,r,R,O,0,4.25
632,trace_0.5,4,a,A,A,1,4.25
632,trace_0.5,4,b,B,B,1,4.25
632,trace_0.5,4,c,C,M,0,4.25
632,trace_0.5,4,d,D,D,1,4.25
632,trace_0.5,4,e,E,E,1,4.25
632,trace_0.5,4,f,F,F,1,4.25
632,trace_0.5,4,g,G,G,1,4.25
632,trace_0.5,4,h,H,H,1,4.25
632,trace_0.5,4,i,I,Q,0,4.25
632,trace_0.5,4,j,J,J,1,4.25
632,trace_0.5,4,k,K,K,1,4.25
632,trace_0.5,4,l,L,L,1,4.25
632,trace_0.5,4,m,M,M,1,4.25
632,trace_0.5,4,n,N,N,1,4.25
632,trace_0.5,4,o,O,O,1,4.25
632,trace_0.5,4,p,P,G,0,4.25
632,trace_0.5,4,q,Q,G,0,4.25
632,trace_0.5,4,r,R,R,1,4.25
633,trace_0.5,4,a,A,A,1,4.25
633,trace_0.5,4,b,B,B,1,4.25
633,trace_0.5,4,c,C,C,1,4.25
633,trace_0.5,4,d,D,P,0,4.25
633,trace_0.5,4,e,E,E,1,4.25
633,trace_0.5,4,f,F,C,0,4.25
633,trace_0.5,4,g,G,G,1,4.25
633,trace_0.5,4,h,H,B,0,4.25
633,trace_0.5,4,i,I,I,1,4.25
633,trace_0.5,4,j,J,J,1,4.25
633,trace_0.5,4,k,K,K,1,4.25
633,trace_0.5,4,l,L,F,0,4.25
633,trace_0.5,4,m,M,M,1,4.25
633,trace_0.5,4,n,N,N,1,4.25
633,trace_0.5,4,o,O,O,1,4.25
633,trace_0.5,4,p,P,H,0,4.25
633,trace_0.5,4,q,Q,G,0,4.25
633,trace_0.5,4,r,R,R,1,4.25
634,trace_0.5,4,a,A,A,1,4.25
634,trace_0.5,4,b,B,O,0,4.25
634,trace_0.5,4,c,C,G,0,4.25
634,trace_0.5,4,d,D,I,0,4.25
634,trace_0.5,4,e,E,O,0,4.25
634,trace_0.5,4,f,F,N,0,4.25
634,trace_0.5,4,g,G,G,1,4.25
634,trace_0.5,4,h,H,H,1,4.25
634,trace_0.5,4,i,I,M,0,4.25
634,trace_0.5,4,j,J,J,1,4.25
634,trace_0.5,4,k,K,A,0,4.25
634,trace_0.5,4,l,L,L,1,4.25
634,trace_0.5,4,m,M,M,1,4.25
634,trace_0.5,4,n,N,N,1,4.25
634,trace_0.5,4,o,O,O,1,4.25
634,trace_0.5,4,p,P,P,1,4.25
634,trace_0.5,4,q,Q,Q,1,4.25
634,trace_0.5,4,r,R,R,1,4.25
635,trace_0.5,4,a,A,A,1,4.25
635,trace_0.5,4,b,B,B,1,4.25
635,trace_0.5,4,c,C,J,0,4.25
635,trace_0.5,4,d,D,D,1,4.25
635,trace_0.5,4,e,E,B,0,4.25
635,trace_0.5,4,f,F,F,1,4.25
635,trace_0.5,4,g,G,G,1,4.25
635,trace_0.5,4,h,H,H,1,4.25
635,trace_0.5,4,i,I,I,1,4.25
635,trace_0.5,4,j,J,J,1,4.25
635,trace_0.5,4,k,K,G,0,4.25
635,trace_0.5,4,l,L,L,1,4.25
